model,dataset,device,epochs,train_batch_size,eval_batch_size,train_runtime_seconds,eval_runtime_seconds,extra_metrics_runtime_seconds,hit@5,hit@10,ndcg@5,ndcg@10,mrr@5,mrr@10,coverage@10,avg_recommendation_popularity@10,status,error_message,runtime_seconds,config_json,logged_at,window_days,decay_lambda,embedding_size,learning_rate,train_neg_sample_args,run_id
DecayPop,amazon_recbole,cuda,1,2048,2048,225.52,1176.3,260.23,0.0035,0.0058,0.0016,0.0024,0.001,0.0013,0.0001118751129508,321.5821134785532,success,,1700.2,"{""decay_lambda"": 5e-07}",,,5e-07,,,,"amazon_recbole::DecayPop::{""decay_lambda"": 5e-07}"
DecayPop,amazon_recbole,cuda,1,2048,2048,225.53,1192.31,259.06,0.0008,0.0011,0.0005,0.0006,0.0005,0.0005,0.0001032693350315,65.58842493786602,success,,1713.77,"{""decay_lambda"": 1e-06}",,,1e-06,,,,"amazon_recbole::DecayPop::{""decay_lambda"": 1e-06}"
BPR,amazon_recbole,cuda,50,2048,2048,12695.24,1263.05,268.59,0.0397,0.0533,0.0304,0.0348,0.0274,0.0292,0.2421407733152038,1319.8219657095888,success,,14252.72,"{""embedding_size"": 32, ""epochs"": 50, ""learning_rate"": 0.001, ""train_neg_sample_args"": {""alpha"": 1.0, ""candidate_num"": 0, ""distribution"": ""uniform"", ""dynamic"": false, ""sample_num"": 1}}",,,,32.0,0.001,"{'distribution': 'uniform', 'sample_num': 1, 'alpha': 1.0, 'dynamic': False, 'candidate_num': 0}","amazon_recbole::BPR::{""embedding_size"": 32, ""epochs"": 50, ""learning_rate"": 0.001, ""train_neg_sample_args"": {""alpha"": 1.0, ""candidate_num"": 0, ""distribution"": ""uniform"", ""dynamic"": false, ""sample_num"": 1}}"
BPR,amazon_recbole,cuda,50,2048,2048,11902.85,1260.54,270.0,0.0278,0.0392,0.0204,0.024,0.0181,0.0196,0.0997753891963064,2341.7234184285926,success,,13458.67,"{""embedding_size"": 32, ""epochs"": 50, ""learning_rate"": 0.0005, ""train_neg_sample_args"": {""alpha"": 1.0, ""candidate_num"": 0, ""distribution"": ""uniform"", ""dynamic"": false, ""sample_num"": 1}}",,,,32.0,0.0005,"{'distribution': 'uniform', 'sample_num': 1, 'alpha': 1.0, 'dynamic': False, 'candidate_num': 0}","amazon_recbole::BPR::{""embedding_size"": 32, ""epochs"": 50, ""learning_rate"": 0.0005, ""train_neg_sample_args"": {""alpha"": 1.0, ""candidate_num"": 0, ""distribution"": ""uniform"", ""dynamic"": false, ""sample_num"": 1}}"
BPR,amazon_recbole,cuda,50,2048,2048,3891.31,1197.79,265.55,0.0221,0.0312,0.0165,0.0194,0.0147,0.0159,0.0171082865035584,1938.030300701129,success,,5379.77,"{""embedding_size"": 32, ""epochs"": 50, ""learning_rate"": 0.0001, ""train_neg_sample_args"": {""alpha"": 1.0, ""candidate_num"": 0, ""distribution"": ""uniform"", ""dynamic"": false, ""sample_num"": 1}}",,,,32.0,0.0001,"{'distribution': 'uniform', 'sample_num': 1, 'alpha': 1.0, 'dynamic': False, 'candidate_num': 0}","amazon_recbole::BPR::{""embedding_size"": 32, ""epochs"": 50, ""learning_rate"": 0.0001, ""train_neg_sample_args"": {""alpha"": 1.0, ""candidate_num"": 0, ""distribution"": ""uniform"", ""dynamic"": false, ""sample_num"": 1}}"
BPR,amazon_recbole,cuda,50,2048,2048,11040.13,1226.27,273.88,0.0529,0.0661,0.044,0.0482,0.0412,0.0429,0.382982934742386,1106.950181492334,success,,12565.83,"{""embedding_size"": 64, ""epochs"": 50, ""learning_rate"": 0.001, ""train_neg_sample_args"": {""alpha"": 1.0, ""candidate_num"": 0, ""distribution"": ""uniform"", ""dynamic"": false, ""sample_num"": 1}}",,,,64.0,0.001,"{'distribution': 'uniform', 'sample_num': 1, 'alpha': 1.0, 'dynamic': False, 'candidate_num': 0}","amazon_recbole::BPR::{""embedding_size"": 64, ""epochs"": 50, ""learning_rate"": 0.001, ""train_neg_sample_args"": {""alpha"": 1.0, ""candidate_num"": 0, ""distribution"": ""uniform"", ""dynamic"": false, ""sample_num"": 1}}"
BPR,amazon_recbole,cuda,50,2048,2048,10906.4,1215.68,274.13,0.0464,0.0607,0.0363,0.0409,0.0331,0.0349,0.2140343026307863,1357.1327171307694,success,,12421.3,"{""embedding_size"": 64, ""epochs"": 50, ""learning_rate"": 0.0005, ""train_neg_sample_args"": {""alpha"": 1.0, ""candidate_num"": 0, ""distribution"": ""uniform"", ""dynamic"": false, ""sample_num"": 1}}",,,,64.0,0.0005,"{'distribution': 'uniform', 'sample_num': 1, 'alpha': 1.0, 'dynamic': False, 'candidate_num': 0}","amazon_recbole::BPR::{""embedding_size"": 64, ""epochs"": 50, ""learning_rate"": 0.0005, ""train_neg_sample_args"": {""alpha"": 1.0, ""candidate_num"": 0, ""distribution"": ""uniform"", ""dynamic"": false, ""sample_num"": 1}}"
BPR,amazon_recbole,cuda,50,2048,2048,11140.96,1229.9,272.95,0.0322,0.0435,0.0251,0.0287,0.0229,0.0244,0.0424781198096401,2017.5874006214049,success,,12668.92,"{""embedding_size"": 64, ""epochs"": 50, ""learning_rate"": 0.0001, ""train_neg_sample_args"": {""alpha"": 1.0, ""candidate_num"": 0, ""distribution"": ""uniform"", ""dynamic"": false, ""sample_num"": 1}}",,,,64.0,0.0001,"{'distribution': 'uniform', 'sample_num': 1, 'alpha': 1.0, 'dynamic': False, 'candidate_num': 0}","amazon_recbole::BPR::{""embedding_size"": 64, ""epochs"": 50, ""learning_rate"": 0.0001, ""train_neg_sample_args"": {""alpha"": 1.0, ""candidate_num"": 0, ""distribution"": ""uniform"", ""dynamic"": false, ""sample_num"": 1}}"
BPR,amazon_recbole,cuda,50,2048,2048,11339.37,1250.51,287.52,0.0625,0.0754,0.0532,0.0573,0.0502,0.0519,0.4662266245557267,875.0028730542084,success,,12903.07,"{""embedding_size"": 128, ""epochs"": 50, ""learning_rate"": 0.001, ""train_neg_sample_args"": {""alpha"": 1.0, ""candidate_num"": 0, ""distribution"": ""uniform"", ""dynamic"": false, ""sample_num"": 1}}",,,,128.0,0.001,"{'distribution': 'uniform', 'sample_num': 1, 'alpha': 1.0, 'dynamic': False, 'candidate_num': 0}","amazon_recbole::BPR::{""embedding_size"": 128, ""epochs"": 50, ""learning_rate"": 0.001, ""train_neg_sample_args"": {""alpha"": 1.0, ""candidate_num"": 0, ""distribution"": ""uniform"", ""dynamic"": false, ""sample_num"": 1}}"
BPR,amazon_recbole,cuda,50,2048,2048,11386.92,1269.13,287.48,0.0585,0.0733,0.0477,0.0524,0.0442,0.0462,0.352733625356064,1250.6126922381627,success,,12969.44,"{""embedding_size"": 128, ""epochs"": 50, ""learning_rate"": 0.0005, ""train_neg_sample_args"": {""alpha"": 1.0, ""candidate_num"": 0, ""distribution"": ""uniform"", ""dynamic"": false, ""sample_num"": 1}}",,,,128.0,0.0005,"{'distribution': 'uniform', 'sample_num': 1, 'alpha': 1.0, 'dynamic': False, 'candidate_num': 0}","amazon_recbole::BPR::{""embedding_size"": 128, ""epochs"": 50, ""learning_rate"": 0.0005, ""train_neg_sample_args"": {""alpha"": 1.0, ""candidate_num"": 0, ""distribution"": ""uniform"", ""dynamic"": false, ""sample_num"": 1}}"
BPR,amazon_recbole,cuda,50,2048,2048,2952.74,1264.8,286.62,0.0305,0.0408,0.0237,0.0269,0.0215,0.0229,0.04317518782110309,2040.3935205090888,success,,4530.62,"{""embedding_size"": 128, ""epochs"": 50, ""learning_rate"": 0.0001, ""train_neg_sample_args"": {""alpha"": 1.0, ""candidate_num"": 0, ""distribution"": ""uniform"", ""dynamic"": false, ""sample_num"": 1}}",,,,128.0,0.0001,"{'distribution': 'uniform', 'sample_num': 1, 'alpha': 1.0, 'dynamic': False, 'candidate_num': 0}","amazon_recbole::BPR::{""embedding_size"": 128, ""epochs"": 50, ""learning_rate"": 0.0001, ""train_neg_sample_args"": {""alpha"": 1.0, ""candidate_num"": 0, ""distribution"": ""uniform"", ""dynamic"": false, ""sample_num"": 1}}"
